anho,estado,mes,length_bin,n
2017,Baja California Sur,2,77.5,1
2017,Baja California Sur,2,87.5,1
2017,Baja California Sur,2,NA,1
2017,Baja California Sur,3,27.5,73
2017,Baja California Sur,3,32.5,215
2017,Baja California Sur,3,37.5,154
2017,Baja California Sur,3,42.5,64
2017,Baja California Sur,3,47.5,54
2017,Baja California Sur,3,52.5,60
2017,Baja California Sur,3,57.5,13
2017,Baja California Sur,3,62.5,14
2017,Baja California Sur,3,67.5,1
2017,Baja California Sur,3,72.5,1
2017,Baja California Sur,3,NA,24
2017,Baja California Sur,4,32.5,81
2017,Baja California Sur,4,37.5,77
2017,Baja California Sur,4,42.5,42
2017,Baja California Sur,4,47.5,53
2017,Baja California Sur,4,52.5,52
2017,Baja California Sur,4,57.5,11
2017,Baja California Sur,4,62.5,7
2017,Baja California Sur,4,67.5,1
2017,Baja California Sur,5,22.5,15
2017,Baja California Sur,5,27.5,85
2017,Baja California Sur,5,32.5,201
2017,Baja California Sur,5,37.5,131
2017,Baja California Sur,5,42.5,46
2017,Baja California Sur,5,47.5,25
2017,Baja California Sur,5,52.5,25
2017,Baja California Sur,5,57.5,19
2017,Baja California Sur,5,62.5,17
2017,Baja California Sur,5,67.5,7
2017,Baja California Sur,6,22.5,15
2017,Baja California Sur,6,27.5,89
2017,Baja California Sur,6,32.5,216
2017,Baja California Sur,6,37.5,74
2017,Baja California Sur,6,42.5,16
2017,Baja California Sur,6,47.5,18
2017,Baja California Sur,6,52.5,15
2017,Baja California Sur,6,57.5,16
2017,Baja California Sur,6,62.5,14
2017,Baja California Sur,6,67.5,24
2017,Baja California Sur,6,72.5,16
2017,Baja California Sur,6,77.5,3
2017,Baja California Sur,6,82.5,2
2017,Baja California Sur,6,87.5,1
2017,Baja California Sur,7,22.5,10
2017,Baja California Sur,7,27.5,113
2017,Baja California Sur,7,32.5,266
2017,Baja California Sur,7,37.5,115
2017,Baja California Sur,7,42.5,66
2017,Baja California Sur,7,47.5,68
2017,Baja California Sur,7,52.5,75
2017,Baja California Sur,7,57.5,51
2017,Baja California Sur,7,62.5,18
2017,Baja California Sur,7,67.5,18
2017,Baja California Sur,7,72.5,4
2017,Baja California Sur,7,77.5,4
2017,Baja California Sur,7,82.5,1
2017,Baja California Sur,7,NA,1
2017,Baja California Sur,8,22.5,9
2017,Baja California Sur,8,27.5,81
2017,Baja California Sur,8,32.5,289
2017,Baja California Sur,8,37.5,230
2017,Baja California Sur,8,42.5,173
2017,Baja California Sur,8,47.5,79
2017,Baja California Sur,8,52.5,32
2017,Baja California Sur,8,57.5,14
2017,Baja California Sur,8,62.5,7
2017,Baja California Sur,8,67.5,3
2017,Baja California Sur,8,72.5,2
2017,Baja California Sur,8,77.5,1
2017,Baja California Sur,8,NA,2
2017,Baja California Sur,9,17.5,1
2017,Baja California Sur,9,22.5,12
2017,Baja California Sur,9,27.5,109
2017,Baja California Sur,9,32.5,367
2017,Baja California Sur,9,37.5,165
2017,Baja California Sur,9,42.5,104
2017,Baja California Sur,9,47.5,50
2017,Baja California Sur,9,52.5,93
2017,Baja California Sur,9,57.5,69
2017,Baja California Sur,9,62.5,30
2017,Baja California Sur,9,67.5,23
2017,Baja California Sur,9,72.5,10
2017,Baja California Sur,9,NA,148
2017,Baja California Sur,10,22.5,16
2017,Baja California Sur,10,27.5,95
2017,Baja California Sur,10,32.5,363
2017,Baja California Sur,10,37.5,160
2017,Baja California Sur,10,42.5,117
2017,Baja California Sur,10,47.5,52
2017,Baja California Sur,10,52.5,37
2017,Baja California Sur,10,57.5,29
2017,Baja California Sur,10,62.5,11
2017,Baja California Sur,10,67.5,5
2017,Baja California Sur,10,72.5,1
2017,Baja California Sur,10,87.5,1
2017,Baja California Sur,10,NA,1
2017,Baja California Sur,11,22.5,27
2017,Baja California Sur,11,27.5,225
2017,Baja California Sur,11,32.5,187
2017,Baja California Sur,11,37.5,138
2017,Baja California Sur,11,42.5,68
2017,Baja California Sur,11,47.5,36
2017,Baja California Sur,11,52.5,29
2017,Baja California Sur,11,57.5,12
2017,Baja California Sur,11,62.5,8
2017,Baja California Sur,11,67.5,1
2017,Baja California Sur,11,NA,40
2017,Baja California Sur,12,22.5,5
2017,Baja California Sur,12,27.5,84
2017,Baja California Sur,12,32.5,131
2017,Baja California Sur,12,37.5,15
2017,Baja California Sur,12,42.5,2
2017,Baja California Sur,12,62.5,3
2017,Baja California Sur,12,67.5,4
2017,Baja California Sur,12,72.5,6
2017,Baja California Sur,12,77.5,1
2017,Baja California Sur,12,87.5,1
2017,Chiapas,9,77.5,2
2017,Chiapas,9,82.5,2
2017,Chiapas,9,87.5,3
2017,Chiapas,9,92.5,1
2017,Chiapas,10,77.5,1
2017,Chiapas,11,67.5,1
2017,Chiapas,12,42.5,2
2017,Colima,1,17.5,4
2017,Colima,1,22.5,48
2017,Colima,1,27.5,85
2017,Colima,1,32.5,25
2017,Colima,1,37.5,3
2017,Colima,1,42.5,1
2017,Colima,1,57.5,1
2017,Colima,1,NA,2
2017,Colima,3,12.5,1
2017,Colima,3,17.5,1
2017,Colima,3,22.5,23
2017,Colima,3,27.5,108
2017,Colima,3,32.5,73
2017,Colima,3,37.5,20
2017,Colima,3,42.5,34
2017,Colima,3,47.5,16
2017,Colima,3,52.5,9
2017,Colima,3,57.5,9
2017,Colima,3,62.5,1
2017,Colima,3,67.5,1
2017,Colima,3,77.5,1
2017,Colima,3,82.5,1
2017,Colima,3,87.5,1
2017,Colima,3,NA,1
2017,Colima,4,17.5,3
2017,Colima,4,22.5,13
2017,Colima,4,27.5,22
2017,Colima,4,32.5,10
2017,Colima,4,42.5,5
2017,Colima,4,47.5,3
2017,Colima,4,62.5,4
2017,Colima,5,17.5,134
2017,Colima,5,22.5,59
2017,Colima,5,27.5,5
2017,Colima,5,32.5,6
2017,Colima,5,37.5,38
2017,Colima,5,42.5,6
2017,Colima,5,52.5,3
2017,Colima,5,57.5,2
2017,Colima,5,NA,2
2017,Colima,7,17.5,11
2017,Colima,7,22.5,77
2017,Colima,7,27.5,11
2017,Colima,7,32.5,38
2017,Colima,7,37.5,12
2017,Colima,7,42.5,1
2017,Colima,7,47.5,3
2017,Colima,7,52.5,4
2017,Colima,7,57.5,2
2017,Colima,7,62.5,1
2017,Colima,7,67.5,1
2017,Colima,7,82.5,1
2017,Colima,8,17.5,3
2017,Colima,8,22.5,51
2017,Colima,8,27.5,25
2017,Colima,8,32.5,20
2017,Colima,8,37.5,37
2017,Colima,8,42.5,63
2017,Colima,8,47.5,13
2017,Colima,8,52.5,21
2017,Colima,8,57.5,28
2017,Colima,8,62.5,14
2017,Colima,8,67.5,6
2017,Colima,8,72.5,4
2017,Colima,8,77.5,4
2017,Colima,8,82.5,1
2017,Colima,8,87.5,2
2017,Colima,9,17.5,15
2017,Colima,9,22.5,90
2017,Colima,9,27.5,34
2017,Colima,9,32.5,14
2017,Colima,9,37.5,6
2017,Colima,9,NA,1
2017,Colima,10,17.5,32
2017,Colima,10,22.5,67
2017,Colima,10,27.5,46
2017,Colima,10,32.5,25
2017,Colima,10,37.5,3
2017,Colima,10,57.5,1
2017,Colima,10,62.5,9
2017,Colima,10,67.5,15
2017,Colima,10,72.5,6
2017,Colima,10,77.5,2
2017,Colima,10,82.5,6
2017,Colima,10,87.5,5
2017,Colima,10,NA,2
2017,Colima,11,22.5,4
2017,Colima,11,27.5,21
2017,Colima,11,32.5,38
2017,Colima,11,37.5,43
2017,Colima,11,42.5,12
2017,Colima,11,47.5,4
2017,Colima,11,52.5,3
2017,Colima,11,57.5,8
2017,Colima,11,62.5,3
2017,Colima,11,67.5,2
2017,Colima,11,72.5,1
2017,Colima,12,22.5,1
2017,Colima,12,27.5,41
2017,Colima,12,32.5,18
2017,Colima,12,37.5,22
2017,Colima,12,42.5,4
2017,Colima,12,47.5,5
2017,Colima,12,57.5,1
2017,Guerrero,11,22.5,22
2017,Guerrero,11,27.5,5
2017,Guerrero,11,32.5,4
2017,Jalisco,1,17.5,1
2017,Jalisco,1,22.5,30
2017,Jalisco,1,27.5,55
2017,Jalisco,1,32.5,7
2017,Jalisco,1,37.5,1
2017,Jalisco,2,17.5,5
2017,Jalisco,2,22.5,24
2017,Jalisco,2,27.5,89
2017,Jalisco,2,32.5,44
2017,Jalisco,2,37.5,24
2017,Jalisco,2,42.5,1
2017,Jalisco,2,NA,2
2017,Jalisco,3,22.5,9
2017,Jalisco,3,27.5,11
2017,Jalisco,3,32.5,24
2017,Jalisco,3,37.5,18
2017,Jalisco,3,42.5,6
2017,Jalisco,3,47.5,1
2017,Jalisco,3,NA,1
2017,Jalisco,4,17.5,2
2017,Jalisco,4,22.5,10
2017,Jalisco,4,27.5,13
2017,Jalisco,4,32.5,3
2017,Jalisco,5,17.5,31
2017,Jalisco,5,22.5,93
2017,Jalisco,5,27.5,101
2017,Jalisco,5,32.5,54
2017,Jalisco,5,37.5,8
2017,Jalisco,5,42.5,2
2017,Jalisco,5,NA,1
2017,Jalisco,6,22.5,1
2017,Jalisco,6,27.5,2
2017,Jalisco,7,22.5,8
2017,Jalisco,7,27.5,6
2017,Jalisco,8,22.5,5
2017,Jalisco,8,27.5,3
2017,Jalisco,8,32.5,3
2017,Jalisco,8,37.5,1
2017,Jalisco,8,47.5,1
2017,Jalisco,9,12.5,1
2017,Jalisco,9,27.5,1
2017,Jalisco,10,27.5,2
2017,Jalisco,10,37.5,16
2017,Jalisco,10,42.5,8
2017,Jalisco,10,NA,1
2017,Jalisco,11,22.5,1
2017,Jalisco,11,27.5,15
2017,Jalisco,11,32.5,9
2017,Jalisco,11,37.5,7
2017,Jalisco,11,62.5,2
2017,Jalisco,11,67.5,1
2017,Michoacan,3,17.5,3
2017,Michoacan,3,22.5,136
2017,Michoacan,3,27.5,291
2017,Michoacan,3,32.5,29
2017,Michoacan,3,37.5,4
2017,Michoacan,3,42.5,2
2017,Michoacan,3,47.5,3
2017,Michoacan,4,17.5,4
2017,Michoacan,4,22.5,74
2017,Michoacan,4,27.5,76
2017,Michoacan,4,32.5,15
2017,Michoacan,4,57.5,1
2017,Michoacan,4,62.5,3
2017,Michoacan,4,NA,1
2017,Michoacan,5,17.5,10
2017,Michoacan,5,22.5,57
2017,Michoacan,5,27.5,75
2017,Michoacan,5,32.5,23
2017,Michoacan,5,37.5,7
2017,Michoacan,5,42.5,1
2017,Michoacan,5,57.5,1
2017,Michoacan,5,77.5,1
2017,Michoacan,6,17.5,5
2017,Michoacan,6,22.5,3
2017,Michoacan,6,27.5,13
2017,Michoacan,6,32.5,8
2017,Michoacan,6,37.5,2
2017,Michoacan,7,22.5,4
2017,Michoacan,8,22.5,12
2017,Michoacan,8,27.5,10
2017,Michoacan,8,32.5,6
2017,Michoacan,8,37.5,5
2017,Michoacan,8,42.5,2
2017,Michoacan,8,57.5,2
2017,Michoacan,8,62.5,1
2017,Michoacan,8,67.5,1
2017,Michoacan,9,22.5,1
2017,Michoacan,9,27.5,1
2017,Michoacan,9,32.5,10
2017,Michoacan,9,37.5,4
2017,Michoacan,9,42.5,1
2017,Michoacan,9,NA,1
2017,Michoacan,10,22.5,1
2017,Michoacan,10,27.5,24
2017,Michoacan,10,32.5,38
2017,Michoacan,10,37.5,20
2017,Michoacan,10,42.5,6
2017,Michoacan,10,57.5,2
2017,Michoacan,11,22.5,14
2017,Michoacan,11,27.5,38
2017,Michoacan,11,32.5,34
2017,Michoacan,11,37.5,17
2017,Michoacan,11,42.5,11
2017,Michoacan,11,47.5,4
2017,Michoacan,11,52.5,1
2017,Michoacan,12,17.5,2
2017,Michoacan,12,22.5,46
2017,Michoacan,12,27.5,55
2017,Michoacan,12,32.5,16
2017,Michoacan,12,37.5,2
2017,Michoacan,12,42.5,2
2017,Michoacan,12,47.5,2
2017,Michoacan,12,57.5,1
2017,Michoacan,12,67.5,1
2017,Nayarit,2,72.5,1
2017,Nayarit,2,77.5,1
2017,Nayarit,2,82.5,4
2017,Nayarit,3,22.5,19
2017,Nayarit,3,27.5,133
2017,Nayarit,3,32.5,55
2017,Nayarit,3,37.5,33
2017,Nayarit,3,42.5,26
2017,Nayarit,3,47.5,22
2017,Nayarit,3,52.5,39
2017,Nayarit,3,57.5,29
2017,Nayarit,3,62.5,17
2017,Nayarit,3,67.5,10
2017,Nayarit,3,82.5,5
2017,Nayarit,3,87.5,20
2017,Nayarit,3,92.5,13
2017,Nayarit,3,97.5,4
2017,Nayarit,5,17.5,1
2017,Nayarit,5,22.5,2
2017,Nayarit,5,27.5,23
2017,Nayarit,5,32.5,51
2017,Nayarit,5,37.5,18
2017,Nayarit,5,42.5,6
2017,Nayarit,5,47.5,7
2017,Nayarit,5,52.5,10
2017,Nayarit,5,57.5,13
2017,Nayarit,5,62.5,14
2017,Nayarit,5,67.5,3
2017,Nayarit,5,72.5,4
2017,Nayarit,5,77.5,1
2017,Nayarit,5,82.5,1
2017,Nayarit,5,87.5,1
2017,Nayarit,6,22.5,1
2017,Nayarit,6,27.5,2
2017,Nayarit,6,32.5,57
2017,Nayarit,6,37.5,40
2017,Nayarit,6,42.5,13
2017,Nayarit,6,47.5,22
2017,Nayarit,6,52.5,1
2017,Nayarit,6,57.5,2
2017,Nayarit,6,62.5,1
2017,Nayarit,6,67.5,1
2017,Nayarit,6,72.5,2
2017,Nayarit,6,77.5,1
2017,Nayarit,7,17.5,15
2017,Nayarit,7,22.5,49
2017,Nayarit,7,27.5,19
2017,Nayarit,7,32.5,15
2017,Nayarit,7,37.5,3
2017,Nayarit,7,NA,1
2017,Nayarit,8,22.5,7
2017,Nayarit,8,27.5,17
2017,Nayarit,8,32.5,7
2017,Nayarit,8,37.5,1
2017,Nayarit,8,42.5,3
2017,Nayarit,8,52.5,6
2017,Nayarit,8,57.5,4
2017,Nayarit,8,62.5,5
2017,Nayarit,8,67.5,2
2017,Nayarit,8,72.5,1
2017,Nayarit,9,22.5,19
2017,Nayarit,9,27.5,4
2017,Nayarit,9,52.5,1
2017,Nayarit,10,12.5,2
2017,Nayarit,10,17.5,4
2017,Nayarit,10,22.5,23
2017,Nayarit,10,27.5,48
2017,Nayarit,11,32.5,5
2017,Nayarit,11,37.5,20
2017,Nayarit,11,42.5,20
2017,Nayarit,11,47.5,3
2017,Nayarit,11,52.5,2
2017,Nayarit,11,57.5,1
2017,Nayarit,11,72.5,1
2017,Nayarit,11,77.5,2
2017,Nayarit,11,82.5,1
2017,Nayarit,11,NA,1
2017,Nayarit,12,17.5,1
2017,Nayarit,12,22.5,68
2017,Nayarit,12,27.5,37
2017,Nayarit,12,47.5,2
2017,Nayarit,12,52.5,7
2017,Nayarit,12,57.5,13
2017,Nayarit,12,62.5,5
2017,Nayarit,12,67.5,1
2017,Oaxaca,2,27.5,2
2017,Oaxaca,2,32.5,15
2017,Oaxaca,2,37.5,4
2017,Oaxaca,3,22.5,1
2017,Oaxaca,3,27.5,63
2017,Oaxaca,3,32.5,85
2017,Oaxaca,3,37.5,6
2017,Oaxaca,3,52.5,2
2017,Oaxaca,4,22.5,7
2017,Oaxaca,4,27.5,43
2017,Oaxaca,4,32.5,180
2017,Oaxaca,4,37.5,159
2017,Oaxaca,4,42.5,19
2017,Oaxaca,4,47.5,2
2017,Oaxaca,4,52.5,1
2017,Oaxaca,4,57.5,3
2017,Oaxaca,4,62.5,2
2017,Oaxaca,5,27.5,11
2017,Oaxaca,5,32.5,140
2017,Oaxaca,5,37.5,173
2017,Oaxaca,5,42.5,28
2017,Oaxaca,5,47.5,2
2017,Oaxaca,6,22.5,1
2017,Oaxaca,6,27.5,58
2017,Oaxaca,6,32.5,129
2017,Oaxaca,6,37.5,112
2017,Oaxaca,6,42.5,9
2017,Oaxaca,6,47.5,2
2017,Oaxaca,6,52.5,1
2017,Oaxaca,6,57.5,1
2017,Oaxaca,6,62.5,2
2017,Oaxaca,6,67.5,23
2017,Oaxaca,6,72.5,20
2017,Oaxaca,6,77.5,6
2017,Oaxaca,7,27.5,7
2017,Oaxaca,7,32.5,15
2017,Oaxaca,7,37.5,19
2017,Oaxaca,7,42.5,9
2017,Oaxaca,7,47.5,1
2017,Oaxaca,7,52.5,13
2017,Oaxaca,7,57.5,7
2017,Oaxaca,7,62.5,6
2017,Oaxaca,7,67.5,3
2017,Oaxaca,7,72.5,4
2017,Oaxaca,7,77.5,2
2017,Oaxaca,7,82.5,1
2017,Oaxaca,8,27.5,3
2017,Oaxaca,8,32.5,54
2017,Oaxaca,8,37.5,25
2017,Oaxaca,8,42.5,1
2017,Oaxaca,8,52.5,1
2017,Oaxaca,8,57.5,2
2017,Oaxaca,8,62.5,9
2017,Oaxaca,8,67.5,8
2017,Oaxaca,8,72.5,6
2017,Oaxaca,8,77.5,5
2017,Oaxaca,9,27.5,5
2017,Oaxaca,9,32.5,20
2017,Oaxaca,9,37.5,7
2017,Oaxaca,9,42.5,2
2017,Oaxaca,9,52.5,4
2017,Oaxaca,9,57.5,2
2017,Oaxaca,9,62.5,16
2017,Oaxaca,9,67.5,44
2017,Oaxaca,9,72.5,25
2017,Oaxaca,9,77.5,11
2017,Oaxaca,9,82.5,2
2017,Oaxaca,10,22.5,1
2017,Oaxaca,10,27.5,79
2017,Oaxaca,10,32.5,82
2017,Oaxaca,10,37.5,38
2017,Oaxaca,10,42.5,41
2017,Oaxaca,10,47.5,19
2017,Oaxaca,10,52.5,15
2017,Oaxaca,10,57.5,5
2017,Oaxaca,10,62.5,3
2017,Oaxaca,10,67.5,5
2017,Oaxaca,10,72.5,3
2017,Oaxaca,11,22.5,1
2017,Oaxaca,11,27.5,25
2017,Oaxaca,11,32.5,63
2017,Oaxaca,11,37.5,93
2017,Oaxaca,11,42.5,38
2017,Oaxaca,11,47.5,5
2017,Oaxaca,11,52.5,22
2017,Oaxaca,11,57.5,12
2017,Oaxaca,11,62.5,1
2017,Oaxaca,12,32.5,1
2017,Oaxaca,12,37.5,4
2017,Oaxaca,12,42.5,11
2017,Oaxaca,12,47.5,9
2017,Oaxaca,12,52.5,10
2017,Oaxaca,12,57.5,3
2017,Oaxaca,12,62.5,8
2017,Oaxaca,12,72.5,1
2017,Oaxaca,12,77.5,1
2017,Oaxaca,12,82.5,1
2017,Sinaloa,1,27.5,11
2017,Sinaloa,1,32.5,22
2017,Sinaloa,1,37.5,8
2017,Sinaloa,2,32.5,6
2017,Sinaloa,2,37.5,15
2017,Sinaloa,2,42.5,7
2017,Sinaloa,2,47.5,1
2017,Sinaloa,3,22.5,5
2017,Sinaloa,3,27.5,52
2017,Sinaloa,3,32.5,43
2017,Sinaloa,3,37.5,16
2017,Sinaloa,3,42.5,6
2017,Sinaloa,3,47.5,4
2017,Sinaloa,4,22.5,1
2017,Sinaloa,4,27.5,20
2017,Sinaloa,4,32.5,29
2017,Sinaloa,4,37.5,2
2017,Sinaloa,4,52.5,5
2017,Sinaloa,4,57.5,4
2017,Sinaloa,4,62.5,4
2017,Sinaloa,4,67.5,1
2017,Sinaloa,5,22.5,1
2017,Sinaloa,5,27.5,40
2017,Sinaloa,5,32.5,94
2017,Sinaloa,5,37.5,21
2017,Sinaloa,5,42.5,7
2017,Sinaloa,5,62.5,1
2017,Sinaloa,5,67.5,1
2017,Sinaloa,6,22.5,1
2017,Sinaloa,6,27.5,14
2017,Sinaloa,6,32.5,20
2017,Sinaloa,7,22.5,2
2017,Sinaloa,7,27.5,39
2017,Sinaloa,7,32.5,67
2017,Sinaloa,7,37.5,2
2017,Sinaloa,8,27.5,1
2017,Sinaloa,8,32.5,33
2017,Sinaloa,8,37.5,5
2017,Sinaloa,10,22.5,11
2017,Sinaloa,10,27.5,34
2017,Sinaloa,10,32.5,50
2017,Sinaloa,10,37.5,43
2017,Sinaloa,11,32.5,4
2017,Sinaloa,11,37.5,15
2017,Sinaloa,11,42.5,2
2017,Sinaloa,12,27.5,14
2017,Sinaloa,12,32.5,21
2017,Sinaloa,12,37.5,15
2017,Sinaloa,12,42.5,1
2017,Sonora,3,32.5,1
2017,Sonora,4,27.5,4
2017,Sonora,4,32.5,10
2017,Sonora,4,37.5,1
2017,Sonora,6,27.5,1
2017,Sonora,6,32.5,7
2017,Sonora,6,37.5,34
2017,Sonora,6,42.5,21
2017,Sonora,7,27.5,3
2017,Sonora,7,32.5,44
2017,Sonora,7,37.5,23
2017,Sonora,7,42.5,8
2017,Sonora,7,47.5,3
2017,Sonora,7,52.5,1
2017,Sonora,7,NA,54
2017,Sonora,8,27.5,38
2017,Sonora,8,32.5,76
2017,Sonora,8,37.5,9
2017,Sonora,8,42.5,35
2017,Sonora,8,47.5,21
2017,Sonora,8,52.5,13
2017,Sonora,8,57.5,9
2017,Sonora,8,62.5,6
2017,Sonora,8,67.5,5
2017,Sonora,8,72.5,4
2017,Sonora,9,32.5,8
2017,Sonora,9,37.5,35
2017,Sonora,9,42.5,39
2017,Sonora,9,47.5,23
2017,Sonora,9,52.5,3
2017,Sonora,9,77.5,1
2017,Sonora,9,NA,171
2017,Sonora,10,32.5,6
2017,Sonora,10,37.5,38
2017,Sonora,10,42.5,2
2017,Sonora,10,NA,314
2017,Sonora,11,32.5,12
2017,Sonora,11,37.5,15
2017,Sonora,11,42.5,4
2017,Sonora,11,47.5,1
2018,Chiapas,2,47.5,1
2018,Chiapas,2,57.5,1
2018,Chiapas,2,62.5,1
2018,Chiapas,2,67.5,1
2018,Michoacan,2,22.5,38
2018,Michoacan,2,27.5,36
2018,Michoacan,2,32.5,8
2018,Michoacan,3,17.5,10
2018,Michoacan,3,22.5,161
2018,Michoacan,3,27.5,124
2018,Michoacan,3,32.5,18
2018,Michoacan,3,37.5,4
2018,Michoacan,3,42.5,3
2018,Michoacan,3,62.5,1
2018,Michoacan,3,67.5,1
2018,Michoacan,4,22.5,89
2018,Michoacan,4,27.5,208
2018,Michoacan,4,32.5,55
2018,Michoacan,4,37.5,6
2018,Michoacan,4,42.5,1
2018,Michoacan,4,62.5,1
2018,Michoacan,4,72.5,1
2018,Michoacan,5,17.5,1
2018,Michoacan,5,22.5,51
2018,Michoacan,5,27.5,233
2018,Michoacan,5,32.5,111
2018,Michoacan,5,37.5,19
2018,Michoacan,5,42.5,2
2018,Michoacan,5,47.5,1
2018,Michoacan,5,57.5,1
2018,Michoacan,5,62.5,2
2018,Michoacan,5,72.5,1
2018,Michoacan,5,77.5,1
2018,Michoacan,6,22.5,3
2018,Michoacan,6,27.5,11
2018,Michoacan,6,32.5,12
2018,Michoacan,6,37.5,2
2018,Michoacan,6,42.5,1
2018,Michoacan,7,32.5,1
2018,Oaxaca,1,27.5,12
2018,Oaxaca,1,32.5,18
2018,Oaxaca,1,37.5,4
2018,Oaxaca,1,42.5,1
2018,Oaxaca,2,22.5,1
2018,Oaxaca,2,27.5,23
2018,Oaxaca,2,32.5,81
2018,Oaxaca,2,37.5,58
2018,Oaxaca,2,42.5,29
2018,Oaxaca,2,47.5,17
2018,Oaxaca,2,52.5,4
2018,Oaxaca,2,57.5,6
2018,Oaxaca,2,67.5,2
2018,Oaxaca,2,NA,5
2018,Oaxaca,3,27.5,29
2018,Oaxaca,3,32.5,85
2018,Oaxaca,3,37.5,138
2018,Oaxaca,3,42.5,57
2018,Oaxaca,3,47.5,45
2018,Oaxaca,3,52.5,48
2018,Oaxaca,3,57.5,24
2018,Oaxaca,3,62.5,14
2018,Oaxaca,3,67.5,11
2018,Oaxaca,3,72.5,3
2018,Oaxaca,3,77.5,2
2018,Oaxaca,3,NA,12
2018,Oaxaca,4,22.5,1
2018,Oaxaca,4,27.5,28
2018,Oaxaca,4,32.5,60
2018,Oaxaca,4,37.5,83
2018,Oaxaca,4,42.5,44
2018,Oaxaca,4,47.5,2
2018,Oaxaca,4,52.5,2
2018,Oaxaca,4,NA,23
2018,Oaxaca,5,27.5,26
2018,Oaxaca,5,32.5,93
2018,Oaxaca,5,37.5,58
2018,Oaxaca,5,42.5,25
2018,Oaxaca,5,47.5,2
2018,Oaxaca,5,52.5,3
2018,Oaxaca,5,57.5,3
2018,Oaxaca,5,62.5,2
2018,Oaxaca,5,67.5,2
2018,Oaxaca,5,77.5,1
2018,Oaxaca,5,NA,29
2018,Oaxaca,6,27.5,4
2018,Oaxaca,6,32.5,88
2018,Oaxaca,6,37.5,55
2018,Oaxaca,6,42.5,21
2018,Oaxaca,6,47.5,11
2018,Oaxaca,6,52.5,7
2018,Oaxaca,6,57.5,1
2018,Oaxaca,6,62.5,2
2018,Oaxaca,6,67.5,4
2018,Oaxaca,6,NA,46
2018,Oaxaca,7,27.5,3
2018,Oaxaca,7,32.5,42
2018,Oaxaca,7,37.5,70
2018,Oaxaca,7,42.5,16
2018,Oaxaca,7,47.5,4
2018,Oaxaca,7,57.5,4
2018,Oaxaca,7,62.5,1
2018,Oaxaca,7,67.5,1
2018,Oaxaca,7,72.5,1
2018,Oaxaca,7,NA,11
2018,Oaxaca,8,22.5,1
2018,Oaxaca,8,32.5,21
2018,Oaxaca,8,37.5,75
2018,Oaxaca,8,42.5,4
2018,Oaxaca,8,NA,3
2018,Oaxaca,9,27.5,26
2018,Oaxaca,9,32.5,33
2018,Oaxaca,9,37.5,38
2018,Oaxaca,9,42.5,27
2018,Oaxaca,9,47.5,10
2018,Oaxaca,9,NA,11
